Ano,Código da Área,Área de Avaliação,Nome da IES,Categoria Administrativa,Modalidade de Ensino,Município do Curso,Estado,Concluintes Inscritos,Concluintes Participantes,Conceito Enade (Contínuo),Conceito Enade (Faixa)
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CASTELO BRANCO,Privada sem fins lucrativos,Educação Presencial,Rio de Janeiro,RJ,14,12,1.978505907454,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,38,37,1.030918983577,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,8,8,2.035215877471,3
2017,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DE VOTUPORANGA,Privada sem fins lucrativos,Educação Presencial,Votuporanga,SP,9,9,2.262383209568,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CATÓLICA DE SANTOS,Privada sem fins lucrativos,Educação Presencial,Santos,SP,19,19,2.48384144035,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE METODISTA DE PIRACICABA,Privada sem fins lucrativos,Educação Presencial,Piracicaba,SP,16,13,2.078030739771,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO OESTE PAULISTA,Privada sem fins lucrativos,Educação Presencial,Presidente Prudente,SP,13,13,2.740160431979,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO VALE DO PARAÍBA,Privada sem fins lucrativos,Educação Presencial,São José dos Campos,SP,1,1,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE SANTA CRUZ DO SUL,Privada sem fins lucrativos,Educação Presencial,Santa Cruz do Sul,RS,19,19,1.926150242792,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PITÁGORAS UNOPAR,Privada com fins lucrativos,Educação a Distância,Londrina,PR,179,135,1.509508644615,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,66,62,1.831551293741,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,35,30,2.49414503641,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE BRASIL,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,24,14,1.245429562507,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,18,3,1.003452500289,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Educação a Distância,São Paulo,SP,332,241,1.80825432303,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Educação Presencial,Sorocaba,SP,11,10,2.012634880792,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Educação Presencial,Brasília,DF,22,18,2.636003315072,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,8,8,2.151792361165,3
2017,702,MATEMÁTICA (LICENCIATURA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,Privada sem fins lucrativos,Educação Presencial,Belo Horizonte,MG,17,15,3.696164400163,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE MONTES CLAROS,Pública Estadual,Educação Presencial,Montes Claros,MG,12,10,2.75743048573,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE MONTES CLAROS,Pública Estadual,Educação Presencial,São Francisco,MG,11,11,2.029230251608,3
2017,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,36,31,2.891859644333,3
2017,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,2,0,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DA AMAZÔNIA,Privada com fins lucrativos,Educação Presencial,Belém,PA,40,35,1.757984473574,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE TIRADENTES,Privada com fins lucrativos,Educação Presencial,Aracaju,SE,33,31,2.124304338223,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CATÓLICA DE BRASÍLIA,Privada sem fins lucrativos,Educação Presencial,Brasília,DF,19,17,2.094165313984,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE PERNAMBUCO,Pública Estadual,Educação Presencial,Petrolina,PE,59,50,1.929734936581,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE PERNAMBUCO,Pública Estadual,Educação Presencial,Nazaré da Mata,PE,56,50,1.985566929131,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE PERNAMBUCO,Pública Estadual,Educação Presencial,Garanhuns,PE,47,44,2.437645029344,3
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE SÃO PAULO,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,1,1,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CIDADE DE SÃO PAULO,Privada com fins lucrativos,Educação Presencial,São Paulo,SP,19,18,2.26819312036,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,Privada sem fins lucrativos,Educação Presencial,Santo Ângelo,RS,13,10,2.592022328345,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,Privada sem fins lucrativos,Educação Presencial,Frederico Westphalen,RS,24,24,2.355794809035,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FRANCISCANA,Privada sem fins lucrativos,Educação Presencial,Santa Maria,RS,4,4,2.978973665867,4
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE SANTA MARCELINA MURIAÉ - FASM,Privada sem fins lucrativos,Educação Presencial,Muriaé,MG,23,21,2.023186502324,3
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA,Privada sem fins lucrativos,Educação Presencial,Ituverava,SP,3,3,1.389202615733,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO CONTESTADO,Privada sem fins lucrativos,Educação Presencial,Mafra,SC,26,19,2.081827233887,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE LUTERANA DO BRASIL,Privada sem fins lucrativos,Educação Presencial,Canoas,RS,15,13,2.671251222404,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE LUTERANA DO BRASIL,Privada sem fins lucrativos,Educação a Distância,Canoas,RS,52,49,1.453921459948,2
2017,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO SANT´ANNA,Privada sem fins lucrativos,Educação Presencial,São Paulo,SP,15,10,0.477263126527,1
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ANHANGUERA DE SÃO PAULO,Privada com fins lucrativos,Educação Presencial,Santo André,SP,21,9,1.818911252928,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ANHANGUERA DE SÃO PAULO,Privada com fins lucrativos,Educação Presencial,Osasco,SP,7,1,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,Privada com fins lucrativos,Educação Presencial,Duque de Caxias,RJ,40,31,2.401392130111,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO EXTREMO SUL CATARINENSE,Privada sem fins lucrativos,Educação Presencial,Criciúma,SC,15,13,1.727944367436,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO SUL DE SANTA CATARINA,Privada sem fins lucrativos,Educação Presencial,Tubarão,SC,2,2,3.802143169205,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO SUL DE SANTA CATARINA,Privada sem fins lucrativos,Educação a Distância,Tubarão,SC,28,24,2.823059928549,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE FRANCA,Privada com fins lucrativos,Educação Presencial,Franca,SP,14,14,2.347172569248,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE FRANCA,Privada com fins lucrativos,Educação a Distância,Franca,SP,22,17,1.75820641073,2
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE EDUCAÇÃO SÃO LUÍS,Privada sem fins lucrativos,Educação Presencial,Jaboticabal,SP,20,20,0.983743037948,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CATÓLICA DO SALVADOR,Privada sem fins lucrativos,Educação Presencial,Salvador,BA,32,29,1.555620572752,2
2017,702,MATEMÁTICA (LICENCIATURA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,Privada sem fins lucrativos,Educação Presencial,Goiânia,GO,23,19,2.262673543215,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,Privada sem fins lucrativos,Educação Presencial,Ijuí,RS,8,6,3.554214291266,4
2017,702,MATEMÁTICA (LICENCIATURA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,Privada sem fins lucrativos,Educação a Distância,São Paulo,SP,8,6,0.0,1
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,Pública Estadual,Educação Presencial,Rio de Janeiro,RJ,85,58,2.749239898563,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,Pública Estadual,Educação Presencial,São Gonçalo,RJ,37,35,1.767601295532,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,Pública Estadual,Educação Presencial,Duque de Caxias,RJ,52,48,1.109693963447,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO MARANHÃO,Pública Federal,Educação Presencial,São Luís,MA,12,12,2.085004741241,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO ACRE,Pública Federal,Educação Presencial,Rio Branco,AC,16,14,2.517943828349,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DA PARAÍBA,Pública Estadual,Educação Presencial,Campina Grande,PB,106,83,1.390555644765,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DA PARAÍBA,Pública Estadual,Educação Presencial,Monteiro,PB,23,20,1.247305050087,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO MARANHÃO,Pública Estadual,Educação Presencial,São Luís,MA,33,27,1.112138858619,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO MARANHÃO,Pública Estadual,Educação Presencial,Caxias,MA,27,26,1.458754456055,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO MARANHÃO,Pública Estadual,Educação Presencial,Balsas,MA,29,3,2.579814814957,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO MARANHÃO,Pública Estadual,Educação Presencial,Pedreiras,MA,19,18,1.198111266866,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,Pública Federal,Educação Presencial,Belém,PA,423,267,1.372589432211,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,Pública Federal,Educação Presencial,Bragança,PA,55,39,1.593968754714,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,Pública Federal,Educação Presencial,Castanhal,PA,97,88,1.551931057019,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,Pública Federal,Educação Presencial,Breves,PA,135,118,1.415672950618,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,Pública Federal,Educação Presencial,Cametá,PA,34,29,1.561261534521,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,Pública Federal,Educação a Distância,Belém,PA,77,60,1.250903066175,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARÁ,Pública Federal,Educação Presencial,Abaetetuba,PA,72,52,1.343112695777,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Pública Federal,Educação Presencial,Caicó,RN,20,19,1.672432061307,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Pública Federal,Educação a Distância,Natal,RN,25,21,1.256794206155,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Pública Federal,Educação Presencial,Natal,RN,54,52,2.725435717537,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARANÁ,Pública Federal,Educação Presencial,Curitiba,PR,19,17,3.291174345501,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PARANÁ,Pública Federal,Educação Presencial,Curitiba,PR,14,13,3.606220590816,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL FLUMINENSE,Pública Federal,Educação Presencial,Niterói,RJ,48,46,3.790517286795,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL FLUMINENSE,Pública Federal,Educação Presencial,Santo Antônio de Pádua,RJ,18,17,1.655574793641,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL FLUMINENSE,Pública Federal,Educação a Distância,Niterói,RJ,182,128,2.732786453103,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Pública Federal,Educação Presencial,Vitória,ES,16,16,3.250305128246,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Pública Federal,Educação Presencial,Alegre,ES,3,2,3.617010200034,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Pública Federal,Educação Presencial,São Mateus,ES,8,8,2.688033664821,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,Pública Federal,Educação Presencial,Seropédica,RJ,34,33,3.204568846165,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,Pública Federal,Educação Presencial,Nova Iguaçu,RJ,44,29,2.3736106659,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE MINAS GERAIS,Pública Federal,Educação Presencial,Belo Horizonte,MG,52,48,4.081543877012,5
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE MINAS GERAIS,Pública Federal,Educação a Distância,Belo Horizonte,MG,11,9,2.788660466518,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Pública Federal,Educação Presencial,Juiz de Fora,MG,3,3,2.212541324323,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Pública Federal,Educação a Distância,Juiz de Fora,MG,16,15,2.114192325335,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Pública Federal,Educação Presencial,Juiz de Fora,MG,13,13,4.032277591035,5
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE ALAGOAS,Pública Federal,Educação Presencial,Arapiraca,AL,43,42,2.300576139892,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE ALAGOAS,Pública Federal,Educação Presencial,Maceió,AL,66,63,2.214652711128,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE ALAGOAS,Pública Federal,Educação a Distância,Maceió,AL,48,35,0.779653605104,1
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DA BAHIA,Pública Federal,Educação Presencial,Salvador,BA,13,7,2.923922466112,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DA BAHIA,Pública Federal,Educação Presencial,Salvador,BA,11,5,0.391689225772,1
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DA PARAÍBA,Pública Federal,Educação Presencial,João Pessoa,PB,39,36,2.467768890331,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DA PARAÍBA,Pública Federal,Educação Presencial,Rio Tinto,PB,37,34,1.489726919812,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DA PARAÍBA,Pública Federal,Educação a Distância,João Pessoa,PB,69,19,1.79391781863,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE PERNAMBUCO,Pública Federal,Educação Presencial,Recife,PE,31,26,3.595199204652,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE PERNAMBUCO,Pública Federal,Educação Presencial,Caruaru,PE,97,92,2.404194504985,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE PERNAMBUCO,Pública Federal,Educação a Distância,Recife,PE,15,14,1.665545545479,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,Pública Federal,Educação Presencial,Porto Alegre,RS,43,38,3.979232798112,5
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE SANTA MARIA,Pública Federal,Educação Presencial,Santa Maria,RS,8,8,3.758608109293,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE SANTA MARIA,Pública Federal,Educação Presencial,Santa Maria,RS,15,11,3.133215283687,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO CEARÁ,Pública Federal,Educação Presencial,Fortaleza,CE,26,14,2.193359051716,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO CEARÁ,Pública Federal,Educação a Distância,Fortaleza,CE,100,94,1.429604655296,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE GOIÁS,Pública Federal,Educação Presencial,Catalão,GO,15,15,2.091572403431,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE GOIÁS,Pública Federal,Educação Presencial,Jataí,GO,7,7,2.015792089054,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE GOIÁS,Pública Federal,Educação Presencial,Goiânia,GO,26,22,3.051073492133,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE GOIÁS,Pública Federal,Educação Presencial,Goiânia,GO,11,11,3.241030689038,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE GOIÁS,Pública Federal,Educação a Distância,Goiânia,GO,34,27,2.037555921266,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE SANTA CATARINA,Pública Federal,Educação Presencial,Florianópolis,SC,23,21,3.480218798885,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE SANTA CATARINA,Pública Federal,Educação a Distância,Florianópolis,SC,11,8,2.568874985258,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE SANTA CATARINA,Pública Federal,Educação Presencial,Blumenau,SC,5,5,4.72152554048,5
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Pública Federal,Educação Presencial,Rio de Janeiro,RJ,27,24,3.196831452472,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Pública Federal,Educação Presencial,Recife,PE,23,19,3.369007360962,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,Pública Federal,Educação Presencial,Pato Branco,PR,13,13,3.746266849818,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,Pública Federal,Educação Presencial,Cornélio Procópio,PR,10,10,3.205520061394,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,Pública Federal,Educação Presencial,Curitiba,PR,14,14,4.125572747821,5
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,Pública Federal,Educação Presencial,Toledo,PR,18,17,2.714325304867,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,Pública Federal,Educação a Distância,Mossoró,RN,18,15,1.83590112105,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE LAVRAS,Pública Federal,Educação Presencial,Lavras,MG,19,19,3.036512165633,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE ALFENAS,Pública Federal,Educação Presencial,Alfenas,MG,9,9,4.203476441019,5
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,Pública Federal,Educação Presencial,Teófilo Otoni,MG,6,6,2.925322773885,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,Pública Federal,Educação a Distância,Cristália,MG,20,19,2.373399234771,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,Pública Federal,Educação Presencial,Uberaba,MG,13,11,3.339156416415,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,Pública Federal,Educação Presencial,Itajubá,MG,12,11,4.222288041125,5
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",Pública Federal,Educação Presencial,Eunápolis,BA,5,5,2.813195391586,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",Pública Federal,Educação Presencial,Barreiras,BA,9,8,2.938805001937,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",Pública Federal,Educação Presencial,Valença,BA,24,21,1.909050584779,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",Pública Federal,Educação Presencial,Salvador,BA,10,9,3.761775374111,4
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",Pública Federal,Educação Presencial,Camaçari,BA,11,11,2.386501297086,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",Pública Federal,Educação Presencial,São Luís,MA,28,23,2.191498994292,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",Pública Federal,Educação Presencial,Codó,MA,49,47,1.048397249498,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",Pública Federal,Educação Presencial,Zé Doca,MA,34,20,0.589532152564,1
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",Pública Federal,Educação Presencial,Buriticupu,MA,17,17,1.337832259633,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",Pública Federal,Educação Presencial,Caxias,MA,12,12,1.650895259831,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",Pública Federal,Educação Presencial,Bento Gonçalves,RS,16,13,3.039169425794,4
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",Pública Federal,Educação Presencial,Caxias do Sul,RS,12,10,3.833626718161,4
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",Pública Federal,Educação Presencial,Ibirubá,RS,13,13,2.835670194949,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",Pública Federal,Educação Presencial,Canoas,RS,2,2,4.887199434229,5
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,Pública Estadual,Educação Presencial,Cascavel,PR,15,14,4.103789325867,5
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,Pública Estadual,Educação Presencial,Foz do Iguaçu,PR,9,8,2.646799406258,3
2017,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO,Privada sem fins lucrativos,Educação Presencial,Osório,RS,7,7,2.477743667597,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE PELOTAS,Pública Federal,Educação Presencial,Capão do Leão,RS,7,6,3.875073755829,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE PELOTAS,Pública Federal,Educação Presencial,Pelotas,RS,15,14,2.840267961825,3
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA,Especial,Educação Presencial,Serra Talhada,PE,28,26,1.305572719514,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE SALGADO DE OLIVEIRA,Privada sem fins lucrativos,Educação Presencial,São Gonçalo,RJ,1,1,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE TAUBATÉ,Pública Municipal,Educação Presencial,Taubaté,SP,12,12,1.886501158938,2
