Ano,Código da Área,Área de Avaliação,Código da IES,Nome da IES,Categoria Administrativa,Modalidade de Ensino,Município do Curso,Estado,Concluintes Inscritos,Concluintes Participantes,Conceito Enade (Contínuo),Conceito Enade (Faixa)
2014,702,MATEMÁTICA (LICENCIATURA),597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,,,UBERABA,MG,12,11,2.93380805653456,3.0
2014,702,MATEMÁTICA (LICENCIATURA),598,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,,,ITAJUBA,MG,4,4,4.98297504233233,5.0
2014,702,MATEMÁTICA (LICENCIATURA),599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",,,BARREIRAS,BA,1,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",,,EUNAPOLIS,BA,9,9,2.67786476966314,3.0
2014,702,MATEMÁTICA (LICENCIATURA),599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",,,VALENCA,BA,1,1,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",,,CODO,MA,36,33,2.36191746129349,3.0
2014,702,MATEMÁTICA (LICENCIATURA),600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",,,SAO LUIS,MA,41,33,1.55748209876093,2.0
2014,702,MATEMÁTICA (LICENCIATURA),600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",,,ZE DOCA,MA,40,25,0.561725696315657,1.0
2014,702,MATEMÁTICA (LICENCIATURA),601,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",,,BENTO GONCALVES,RS,26,23,1.67259652210576,2.0
2014,702,MATEMÁTICA (LICENCIATURA),601,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",,,CAXIAS DO SUL,RS,7,7,2.88207513486527,3.0
2014,702,MATEMÁTICA (LICENCIATURA),601,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",,,IBIRUBA,RS,5,5,3.03881514717488,4.0
2014,702,MATEMÁTICA (LICENCIATURA),609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,,,CASCAVEL,PR,15,15,4.35741220455452,5.0
2014,702,MATEMÁTICA (LICENCIATURA),609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,,,FOZ DO IGUACU,PR,19,19,2.2501901477488,3.0
2014,702,MATEMÁTICA (LICENCIATURA),626,FACULDADE CENECISTA DE OSÓRIO,,,OSORIO,RS,23,21,1.67287298944061,2.0
2014,702,MATEMÁTICA (LICENCIATURA),634,UNIVERSIDADE FEDERAL DE PELOTAS,,,CAPAO DO LEAO,RS,13,12,2.49471419080843,3.0
2014,702,MATEMÁTICA (LICENCIATURA),634,UNIVERSIDADE FEDERAL DE PELOTAS,,,PELOTAS,RS,376,323,1.70695784430027,2.0
2014,702,MATEMÁTICA (LICENCIATURA),641,CENTRO UNIVERSITÁRIO LA SALLE,,,CANOAS,RS,11,11,2.27623680503046,3.0
2014,702,MATEMÁTICA (LICENCIATURA),657,FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA,,,SERRA TALHADA,PE,28,26,1.11430714157193,2.0
2014,702,MATEMÁTICA (LICENCIATURA),663,UNIVERSIDADE SALGADO DE OLIVEIRA,,,SAO GONCALO,RJ,23,22,1.6501929596829,2.0
2014,702,MATEMÁTICA (LICENCIATURA),665,UNIVERSIDADE DE TAUBATÉ,,,TAUBATE,SP,17,16,2.12854920640371,3.0
2014,702,MATEMÁTICA (LICENCIATURA),666,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,,,FEIRA DE SANTANA,BA,42,40,1.32963378132003,2.0
2014,702,MATEMÁTICA (LICENCIATURA),669,UNIVERSIDADE NILTON LINS,,,MANAUS,AM,9,8,1.19284478762318,2.0
2014,702,MATEMÁTICA (LICENCIATURA),671,UNIVERSIDADE ANHANGUERA - UNIDERP,,,CAMPO GRANDE,MS,19,17,2.32093864085799,3.0
2014,702,MATEMÁTICA (LICENCIATURA),674,CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,,,BELEM DE SAO FRANCISCO,PE,37,24,1.17584572750202,2.0
2014,702,MATEMÁTICA (LICENCIATURA),674,CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,,,PETROLANDIA,PE,14,13,1.33051520776908,2.0
2014,702,MATEMÁTICA (LICENCIATURA),682,FACULDADE DO NOROESTE DE MINAS,,,PARACATU,MG,16,14,1.01268784148681,2.0
2014,702,MATEMÁTICA (LICENCIATURA),685,FACULDADE DE FORMAÇÃO DE PROFESSORES DE BELO JARDIM,,,BELO JARDIM,PE,58,52,0.779907451339689,1.0
2014,702,MATEMÁTICA (LICENCIATURA),688,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,,,JEQUIE,BA,16,15,1.91709789414634,2.0
2014,702,MATEMÁTICA (LICENCIATURA),688,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,,,VITORIA DA CONQUISTA,BA,38,36,1.54998441264798,2.0
2014,702,MATEMÁTICA (LICENCIATURA),693,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,,,RIO DE JANEIRO,RJ,40,32,3.19729628045894,4.0
2014,702,MATEMÁTICA (LICENCIATURA),694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,AQUIDAUANA,MS,16,15,1.31644662385759,2.0
2014,702,MATEMÁTICA (LICENCIATURA),694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,CAMPO GRANDE,MS,64,60,1.99492409294172,3.0
2014,702,MATEMÁTICA (LICENCIATURA),694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,CORUMBA,MS,17,17,2.15457487615521,3.0
2014,702,MATEMÁTICA (LICENCIATURA),694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,PARANAIBA,MS,2,2,2.41259020932923,3.0
2014,702,MATEMÁTICA (LICENCIATURA),694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,PONTA PORA,MS,13,13,2.40706213777855,3.0
2014,702,MATEMÁTICA (LICENCIATURA),694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,TRES LAGOAS,MS,7,7,4.13078691164459,5.0
2014,702,MATEMÁTICA (LICENCIATURA),699,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,,,JI-PARANA,RO,52,46,1.48249518448738,2.0
2014,702,MATEMÁTICA (LICENCIATURA),699,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,,,PORTO VELHO,RO,33,28,1.2716195241327,2.0
2014,702,MATEMÁTICA (LICENCIATURA),702,FACULDADE DE FORMAÇÃO DE PROFESSORES DE GOIANA,,,GOIANA,PE,15,14,1.62586669724866,2.0
2014,702,MATEMÁTICA (LICENCIATURA),719,UNIVERSIDADE DO ESTADO DE MATO GROSSO,,,BARRA DO BUGRES,MT,10,10,2.25625128003272,3.0
2014,702,MATEMÁTICA (LICENCIATURA),719,UNIVERSIDADE DO ESTADO DE MATO GROSSO,,,CACERES,MT,32,28,2.35350636247028,3.0
2014,702,MATEMÁTICA (LICENCIATURA),719,UNIVERSIDADE DO ESTADO DE MATO GROSSO,,,SINOP,MT,32,18,2.23359463227091,3.0
2014,702,MATEMÁTICA (LICENCIATURA),730,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,,,PONTA GROSSA,PR,40,37,2.36193832386378,3.0
2014,702,MATEMÁTICA (LICENCIATURA),739,CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO,,,CACHOEIRO DE ITAPEMIRIM,ES,26,26,1.28356957548416,2.0
2014,702,MATEMÁTICA (LICENCIATURA),746,UNIVERSIDADE REGIONAL DO CARIRI,,,CRATO,CE,12,11,1.67856275672725,2.0
2014,702,MATEMÁTICA (LICENCIATURA),752,FACULDADE DE PARÁ DE MINAS,,,PARA DE MINAS,MG,1,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),753,FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL,,,SALGUEIRO,PE,30,24,0.857263775603007,1.0
2014,702,MATEMÁTICA (LICENCIATURA),756,UNIVERSIDADE ESTADUAL DO PIAUÍ,,,BARRAS,PI,16,16,1.10828276362547,2.0
2014,702,MATEMÁTICA (LICENCIATURA),756,UNIVERSIDADE ESTADUAL DO PIAUÍ,,,TERESINA,PI,97,73,1.82155830896587,2.0
2014,702,MATEMÁTICA (LICENCIATURA),789,UNIVERSIDADE FEDERAL DE RORAIMA,,,BOA VISTA,RR,13,12,1.80600388050929,2.0
2014,702,MATEMÁTICA (LICENCIATURA),793,Centro Universitário Estácio Radial de São Paulo - Estácio UNIRADIAL,,,SAO PAULO,SP,8,7,1.73344973441561,2.0
2014,702,MATEMÁTICA (LICENCIATURA),803,FACULDADE INTERAÇÃO AMERICANA,,,SAO BERNARDO DO CAMPO,SP,24,19,1.32300824316156,2.0
2014,702,MATEMÁTICA (LICENCIATURA),810,CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE,,,ASSIS CHATEAUBRIAND,PR,16,16,1.76736346304106,2.0
2014,702,MATEMÁTICA (LICENCIATURA),826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO-OESTE,,,LUZIANIA,GO,15,15,2.39712163584406,3.0
2014,702,MATEMÁTICA (LICENCIATURA),829,UNIVERSIDADE DO TOCANTINS,,,PALMAS,TO,287,4,2.70855777839292,3.0
2014,702,MATEMÁTICA (LICENCIATURA),830,UNIVERSIDADE FEDERAL DO AMAPÁ,,,MACAPA,AP,63,53,1.28620082566165,2.0
2014,702,MATEMÁTICA (LICENCIATURA),833,FACULDADES INTEGRADAS DE ARIQUEMES,,,ARIQUEMES,RO,30,24,1.04330411103297,2.0
2014,702,MATEMÁTICA (LICENCIATURA),953,UNIVERSIDADE METROPOLITANA DE SANTOS,,,SANTOS,SP,371,256,1.46760240342131,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1012,FACULDADE DE FORMAÇÃO DE PROFESSORES DE AFOGADOS DA INGAZEIRA,,,AFOGADOS DA INGAZEIRA,PE,14,14,2.4848208918331,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,,,CAMPOS DO GOYTACAZES,RJ,5,5,2.62309267302533,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,,,CASSILANDIA,MS,16,13,1.72852078955305,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,,,DOURADOS,MS,13,12,2.3694586463269,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,,,NOVA ANDRADINA,MS,22,20,1.58610498660054,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,,,LORENA,SP,26,22,1.85898372442644,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1034,UNIÃO DE ESCOLAS SUPERIORES DA FUNESO,,,OLINDA,PE,28,20,1.31722345182157,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",,,MOSSORO,RN,16,12,1.51717807170322,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",,,NATAL,RN,13,12,1.98591995573861,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",,,CAMPOS DO GOYTACAZES,RJ,27,26,2.79744976348931,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,,,GUARAPUAVA,PR,18,14,3.05611422529349,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,,,IRATI,PR,11,8,2.46627968837323,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,,,IGARASSU,PE,24,22,1.48795749555515,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1141,FACULDADE GAMA E SOUZA,,,RIO DE JANEIRO,RJ,29,19,0.999810830263159,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,,,ITU,SP,13,8,2.297858433903,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",,,CAJAZEIRAS,PB,4,4,3.93392519271009,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",,,CAMPINA GRANDE,PB,6,5,3.59086365640556,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1185,CENTRO UNIVERSITÁRIO JORGE AMADO,,,SALVADOR,BA,45,36,1.38408615717181,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1189,UNIVERSIDADE DO PLANALTO CATARINENSE,,,LAGES,SC,4,4,2.20793263777392,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1232,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,,,CURITIBA,PR,10,10,0.817684561057936,1.0
2014,702,MATEMÁTICA (LICENCIATURA),1292,FACULDADES ADAMANTINENSES INTEGRADAS,,,ADAMANTINA,SP,14,13,2.8880730843997098,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,,,FERNANDOPOLIS,SP,19,18,2.29540733589116,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",,,URUTAI,GO,4,4,3.7948433937904,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1304,FACULDADES INTEGRADAS DE RIBEIRÃO PIRES,,,RIBEIRAO PIRES,SP,38,36,1.93855621579604,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1309,FACULDADE JESUS MARIA JOSÉ,,,BRASILIA,DF,16,10,1.34116337521381,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1313,FACULDADE UNIDA DE SUZANO,,,SUZANO,SP,19,19,2.55962193654389,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1325,FACULDADE DE APUCARANA,,,APUCARANA,PR,19,11,1.78636287370794,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,,,SAO PAULO,SP,55,54,2.0351442955908,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1420,FACULDADES DE DRACENA,,,DRACENA,SP,18,18,2.88733201588124,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1422,CENTRO UNIVERSITÁRIO DO NORTE,,,MANAUS,AM,84,60,0.978830451707805,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1465,FACULDADE DE RIBEIRÃO PRETO,,,RIBEIRAO PRETO,SP,45,34,1.58010664182817,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,,,INDAIAL,SC,900,606,1.61152610188125,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1500,FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU,,,SAO MIGUEL DO IGUACU,PR,17,17,2.41993960740649,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1518,FACULDADE ANHANGUERA DE TAGUATINGA,,,BRASILIA,DF,67,44,1.22786536498864,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1573,FACULDADE ALFREDO NASSER,,,APARECIDA DE GOIANIA,GO,11,10,2.0503057414585,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1586,UNIVERSIDADE DO VALE DO SAPUCAÍ,,,POUSO ALEGRE,MG,20,18,1.94954692015314,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1658,FACULDADE INTEGRADA DA GRANDE FORTALEZA,,,FORTALEZA,CE,10,5,0.934712367530451,1.0
2014,702,MATEMÁTICA (LICENCIATURA),1660,FACULDADE DE CIÊNCIAS SOCIAIS E TECNOLÓGICAS FACITEC,,,BRASILIA,DF,11,7,2.673784703699,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1689,FACULDADE SANTA IZILDINHA,,,SAO PAULO,SP,34,28,1.20482468486875,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1701,FACULDADE MACHADO DE ASSIS,,,RIO DE JANEIRO,RJ,10,6,2.76534872343801,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1711,FACULDADE DE PRESIDENTE PRUDENTE,,,PRESIDENTE PRUDENTE,SP,34,31,1.34825828504674,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1788,FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA,,,LIMEIRA,SP,22,22,2.46364774413738,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,,CEDRO,CE,23,22,1.86962086017872,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,,CRATEUS,CE,36,36,2.53147223976345,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,,FORTALEZA,CE,96,77,1.8179604203239,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,,JUAZEIRO DO NORTE,CE,19,19,2.47916637903173,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",,,CACHOEIRO DE ITAPEMIRIM,ES,9,8,3.83705394284386,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",,,VITORIA,ES,23,23,2.57599362803409,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",,,PESQUEIRA,PE,65,54,1.28448395677773,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",,,RECIFE,PE,86,61,1.50547759410244,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",,,ARARAQUARA,SP,9,8,3.00566276136087,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",,,BIRIGUI,SP,26,19,2.48573453751044,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",,,BRAGANCA PAULISTA,SP,5,4,3.4451587835608,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",,,CARAGUATATUBA,SP,17,15,2.33770951380795,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",,,GUARULHOS,SP,24,19,3.28151415757835,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",,,SAO PAULO,SP,19,19,3.5985646621369902,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",,,GOIANIA,GO,26,20,3.22204315077385,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1812,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS",,,MANAUS,AM,13,13,2.41429523918311,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",,,BELEM,PA,49,32,1.99561134014435,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",,,ANGICAL DO PIAUI,PI,19,17,2.38084089028447,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",,,CORRENTE,PI,35,21,1.78650037964287,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",,,FLORIANO,PI,45,40,1.99516841267083,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",,,PIRIPIRI,PI,22,18,1.92932747222929,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",,,SAO RAIMUNDO NONATO,PI,5,5,3.06449771712935,4.0
2014,702,MATEMÁTICA (LICENCIATURA),1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",,,TERESINA,PI,57,50,2.02414854859522,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",,,URUCUI,PI,16,14,2.07041367858553,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1862,FACULDADE DA REGIÃO SERRANA,,,SANTA MARIA DE JETIBA,ES,24,22,2.38890251759958,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1870,FACULDADES INTEGRADAS REGIONAIS DE AVARÉ,,,AVARE,SP,7,7,1.89963720526607,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1909,FACULDADE PEREIRA DE FREITAS,,,IPATINGA,MG,23,23,2.52653222937718,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1917,FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL,,,CACOAL,RO,11,10,2.1698323064814,3.0
2014,702,MATEMÁTICA (LICENCIATURA),1933,FACULDADE BIRIGUI,,,BIRIGUI,SP,20,20,1.88503689646914,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1984,FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU,,,MANHUACU,MG,21,19,1.38070937176942,2.0
2014,702,MATEMÁTICA (LICENCIATURA),1998,INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL,,,VIRGINOPOLIS,MG,18,13,1.89900136204171,2.0
2014,702,MATEMÁTICA (LICENCIATURA),2030,INSTITUTO SUPERIOR DE EDUCAÇÃO CAMPO LIMPO PAULISTA,,,CAMPO LIMPO PAULISTA,SP,45,42,1.77889422714386,2.0
2014,702,MATEMÁTICA (LICENCIATURA),2140,INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE LOURDES,,,PORTO SEGURO,BA,16,14,1.76723300774181,2.0
2014,702,MATEMÁTICA (LICENCIATURA),2183,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,,,SANTO ANDRE,SP,19,17,2.30579773941909,3.0
2014,702,MATEMÁTICA (LICENCIATURA),2200,FACULDADE VALE DO GORUTUBA,,,NOVA PORTEIRINHA,MG,28,28,0.578855133822741,1.0
2014,702,MATEMÁTICA (LICENCIATURA),2350,ESCOLA SUPERIOR MADRE CELESTE,,,ANANINDEUA,PA,13,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),2451,FACULDADES INTEGRADAS IPIRANGA,,,BELEM,PA,62,53,1.66338561390022,2.0
2014,702,MATEMÁTICA (LICENCIATURA),2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,,,CAJAZEIRAS,PB,25,23,3.22062463065153,4.0
2014,702,MATEMÁTICA (LICENCIATURA),2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,,,CAMPINA GRANDE,PB,19,15,1.86283371941505,2.0
2014,702,MATEMÁTICA (LICENCIATURA),2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,,,CUITE,PB,26,23,1.86601691305459,2.0
2014,702,MATEMÁTICA (LICENCIATURA),2565,ABEU - CENTRO UNIVERSITÁRIO,,,NILOPOLIS,RJ,45,33,1.46964748099426,2.0
2014,702,MATEMÁTICA (LICENCIATURA),2620,FACULDADE DE AMPÉRE,,,AMPERE,PR,17,17,1.66746333020947,2.0
2014,702,MATEMÁTICA (LICENCIATURA),2642,FACULDADE SÃO VICENTE,,,PAO DE ACUCAR,AL,32,30,0.505380926843465,1.0
2014,702,MATEMÁTICA (LICENCIATURA),2915,FACULDADE CIDADE DE PATOS DE MINAS,,,PATOS DE MINAS,MG,20,20,1.34844531642607,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,,,CHAPECO,SC,16,16,2.83309847470551,3.0
2014,702,MATEMÁTICA (LICENCIATURA),3160,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",,,MACEIO,AL,20,15,1.79131659275193,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3163,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",,,NILOPOLIS,RJ,30,18,2.6013639094081,3.0
2014,702,MATEMÁTICA (LICENCIATURA),3163,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",,,VOLTA REDONDA,RJ,10,9,3.94000031658609,4.0
