Ano,Código da Área,Área de Avaliação,Código da IES,Nome da IES,Categoria Administrativa,Modalidade de Ensino,Município do Curso,Estado,Concluintes Inscritos,Concluintes Participantes,Conceito Enade (Contínuo),Conceito Enade (Faixa)
2014,702,MATEMÁTICA (LICENCIATURA),22,UNIVERSIDADE PRESBITERIANA MACKENZIE,,,SAO PAULO,SP,8,8,4.53244634837665,5.0
2014,702,MATEMÁTICA (LICENCIATURA),24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,,,ILHEUS,BA,37,35,2.00540922312338,3.0
2014,702,MATEMÁTICA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,,,FORTALEZA,CE,86,47,2.6991445260565,3.0
2014,702,MATEMÁTICA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,,,IGUATU,CE,13,8,1.86205267873541,2.0
2014,702,MATEMÁTICA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,,,LIMOEIRO DO NORTE,CE,2,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,,,QUIXADA,CE,14,6,2.63028431797938,3.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,ALAGOINHAS,BA,39,38,1.82703002365896,2.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,BARREIRAS,BA,69,61,1.7567610452904,2.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,CAETITE,BA,41,39,2.07236732673217,3.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,CRISTOPOLIS,BA,28,28,1.29971803099286,2.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,EUNAPOLIS,BA,34,34,1.22924942265599,2.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,IRECE,BA,31,31,1.9960806767516,3.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,ITABERABA,BA,26,26,1.84212193940299,2.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,JACOBINA,BA,44,41,1.61453547515657,2.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,JUAZEIRO,BA,22,21,1.46707969524411,2.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,PAULO AFONSO,BA,38,34,2.17112410932954,3.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,SALVADOR,BA,530,398,1.37126217261975,2.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,SENHOR DO BONFIM,BA,68,59,1.44816295127256,2.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,SERRINHA,BA,25,25,1.2692186140802,2.0
2014,702,MATEMÁTICA (LICENCIATURA),40,UNIVERSIDADE DO ESTADO DA BAHIA,,,TEIXEIRA DE FREITAS,BA,61,35,1.23296208558957,2.0
2014,702,MATEMÁTICA (LICENCIATURA),43,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,,,JOINVILLE,SC,22,22,3.4378776236636,4.0
2014,702,MATEMÁTICA (LICENCIATURA),47,UNIVERSIDADE ESTADUAL DE GOIÁS,,,ANAPOLIS,GO,16,15,0.919869456918364,1.0
2014,702,MATEMÁTICA (LICENCIATURA),47,UNIVERSIDADE ESTADUAL DE GOIÁS,,,FORMOSA,GO,23,19,2.78272993658675,3.0
2014,702,MATEMÁTICA (LICENCIATURA),47,UNIVERSIDADE ESTADUAL DE GOIÁS,,,GOIAS,GO,25,24,1.46026358862306,2.0
2014,702,MATEMÁTICA (LICENCIATURA),47,UNIVERSIDADE ESTADUAL DE GOIÁS,,,IPORA,GO,8,8,2.49735415456845,3.0
2014,702,MATEMÁTICA (LICENCIATURA),47,UNIVERSIDADE ESTADUAL DE GOIÁS,,,JUSSARA,GO,13,12,1.37838336565854,2.0
2014,702,MATEMÁTICA (LICENCIATURA),47,UNIVERSIDADE ESTADUAL DE GOIÁS,,,MORRINHOS,GO,41,37,1.57445535077448,2.0
2014,702,MATEMÁTICA (LICENCIATURA),47,UNIVERSIDADE ESTADUAL DE GOIÁS,,,PORANGATU,GO,22,19,1.49230264703647,2.0
2014,702,MATEMÁTICA (LICENCIATURA),47,UNIVERSIDADE ESTADUAL DE GOIÁS,,,POSSE,GO,26,22,1.78452102782188,2.0
2014,702,MATEMÁTICA (LICENCIATURA),47,UNIVERSIDADE ESTADUAL DE GOIÁS,,,QUIRINOPOLIS,GO,24,23,1.64600949228039,2.0
2014,702,MATEMÁTICA (LICENCIATURA),47,UNIVERSIDADE ESTADUAL DE GOIÁS,,,SANTA HELENA DE GOIAS,GO,11,11,1.28300549654554,2.0
2014,702,MATEMÁTICA (LICENCIATURA),54,UNIVERSIDADE ESTADUAL DE CAMPINAS,,,CAMPINAS,SP,39,29,2.24123639434726,3.0
2014,702,MATEMÁTICA (LICENCIATURA),56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,BAURU,SP,26,23,2.63076208920994,3.0
2014,702,MATEMÁTICA (LICENCIATURA),56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,GUARATINGUETA,SP,40,36,3.86685909170651,4.0
2014,702,MATEMÁTICA (LICENCIATURA),56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,ILHA SOLTEIRA,SP,14,14,4.22123555764292,5.0
2014,702,MATEMÁTICA (LICENCIATURA),56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,PRESIDENTE PRUDENTE,SP,38,28,2.80965187917215,3.0
2014,702,MATEMÁTICA (LICENCIATURA),56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,RIO CLARO,SP,30,24,2.8478535783211,3.0
2014,702,MATEMÁTICA (LICENCIATURA),56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,SAO JOSE DO RIO PRETO,SP,50,42,2.91638767690936,3.0
2014,702,MATEMÁTICA (LICENCIATURA),57,UNIVERSIDADE ESTADUAL DE MARINGÁ,,,MARINGA,PR,31,28,1.23450395454207,2.0
2014,702,MATEMÁTICA (LICENCIATURA),60,CENTRO UNIVERSITÁRIO DE FRANCA,,,FRANCA,SP,8,8,3.72320059554975,4.0
2014,702,MATEMÁTICA (LICENCIATURA),71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,,,APODI,RN,6,6,1.60574525607885,2.0
2014,702,MATEMÁTICA (LICENCIATURA),71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,,,MOSSORO,RN,54,47,1.08267575056414,2.0
2014,702,MATEMÁTICA (LICENCIATURA),71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,,,PATU,RN,18,18,0.545061768870145,1.0
2014,702,MATEMÁTICA (LICENCIATURA),72,FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL,,,PALMARES,PE,64,60,1.29790629034266,2.0
2014,702,MATEMÁTICA (LICENCIATURA),73,CENTRO DE ENSINO SUPERIOR DE ARCOVERDE,,,ARCOVERDE,PE,55,46,1.32025573956806,2.0
2014,702,MATEMÁTICA (LICENCIATURA),76,UNIVERSIDADE REGIONAL DE BLUMENAU,,,BLUMENAU,SC,12,12,3.28552274834591,4.0
2014,702,MATEMÁTICA (LICENCIATURA),78,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE,,,ALEGRE,ES,13,12,1.32743496431148,2.0
2014,702,MATEMÁTICA (LICENCIATURA),83,UNIVERSIDADE DO VALE DO ITAJAÍ,,,ITAJAI,SC,3,3,2.12121340264939,3.0
2014,702,MATEMÁTICA (LICENCIATURA),84,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ,,,MACAE,RJ,18,17,1.57817023832569,2.0
2014,702,MATEMÁTICA (LICENCIATURA),95,UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ,,,SOBRAL,CE,97,56,2.11833544086572,3.0
2014,702,MATEMÁTICA (LICENCIATURA),107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,,,SAO JOAO DEL REI,MG,52,51,2.32208906162589,3.0
2014,702,MATEMÁTICA (LICENCIATURA),135,CENTRO UNIVERSITÁRIO CLARETIANO,,,BATATAIS,SP,351,265,2.16261072859365,3.0
2014,702,MATEMÁTICA (LICENCIATURA),137,UNIVERSIDADE DO SAGRADO CORAÇÃO,,,BAURU,SP,4,3,1.50294018271392,2.0
2014,702,MATEMÁTICA (LICENCIATURA),143,UNIVERSIDADE DE UBERABA,,,UBERABA,MG,181,137,1.73767721881739,2.0
2014,702,MATEMÁTICA (LICENCIATURA),146,CENTRO UNIVERSITÁRIO DE RIO PRETO,,,SAO JOSE DO RIO PRETO,SP,20,18,1.81085265293894,2.0
2014,702,MATEMÁTICA (LICENCIATURA),150,UNIVERSIDADE DE SOROCABA,,,SOROCABA,SP,13,13,2.1474390358285,3.0
2014,702,MATEMÁTICA (LICENCIATURA),163,UNIVERSIDADE ESTÁCIO DE SÁ,,,NOVA IGUACU,RJ,14,10,1.42412028960886,2.0
2014,702,MATEMÁTICA (LICENCIATURA),163,UNIVERSIDADE ESTÁCIO DE SÁ,,,RIO DE JANEIRO,RJ,60,43,2.94896559705439,4.0
2014,702,MATEMÁTICA (LICENCIATURA),167,UNIVERSIDADE METODISTA DE SÃO PAULO,,,SAO BERNARDO DO CAMPO,SP,16,16,2.17609772602567,3.0
2014,702,MATEMÁTICA (LICENCIATURA),176,UNIVERSIDADE CASTELO BRANCO,,,RIO DE JANEIRO,RJ,46,17,1.67856343136519,2.0
2014,702,MATEMÁTICA (LICENCIATURA),218,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE DUQUE DE CAXIAS",,,DUQUE DE CAXIAS,RJ,8,5,1.73723355474499,2.0
2014,702,MATEMÁTICA (LICENCIATURA),221,UNIVERSIDADE CRUZEIRO DO SUL,,,SAO PAULO,SP,58,52,1.18478509668683,2.0
2014,702,MATEMÁTICA (LICENCIATURA),222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,,,VOTUPORANGA,SP,17,16,2.76138472844776,3.0
2014,702,MATEMÁTICA (LICENCIATURA),227,UNIVERSIDADE CATÓLICA DE SANTOS,,,SANTOS,SP,17,15,2.5612595389323,3.0
2014,702,MATEMÁTICA (LICENCIATURA),271,UNIVERSIDADE DO OESTE PAULISTA,,,PRESIDENTE PRUDENTE,SP,6,6,3.8729888416562,4.0
2014,702,MATEMÁTICA (LICENCIATURA),275,UNIVERSIDADE DO VALE DO PARAÍBA,,,SAO JOSE DOS CAMPOS,SP,14,11,1.99449828110868,3.0
2014,702,MATEMÁTICA (LICENCIATURA),295,UNIVERSIDADE DE SANTA CRUZ DO SUL,,,SANTA CRUZ DO SUL,RS,28,28,1.99876304907346,3.0
2014,702,MATEMÁTICA (LICENCIATURA),316,UNIVERSIDADE NOVE DE JULHO,,,SAO PAULO,SP,27,25,2.61895440459217,3.0
2014,702,MATEMÁTICA (LICENCIATURA),319,UNIVERSIDADE CAMILO CASTELO BRANCO,,,SAO PAULO,SP,89,72,1.49222939113997,2.0
2014,702,MATEMÁTICA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,,,SANTOS,SP,10,10,2.4395168911827,3.0
2014,702,MATEMÁTICA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,,,SAO PAULO,SP,272,239,2.08343058414301,3.0
2014,702,MATEMÁTICA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,,,BRASILIA,DF,9,8,3.87678034115559,4.0
2014,702,MATEMÁTICA (LICENCIATURA),338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,,,BELO HORIZONTE,MG,8,7,3.52398019407248,4.0
2014,702,MATEMÁTICA (LICENCIATURA),349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,,,BELO HORIZONTE,MG,53,44,2.39039490384748,3.0
2014,702,MATEMÁTICA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,,,MONTES CLAROS,MG,19,18,3.06620652213506,4.0
2014,702,MATEMÁTICA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,,,SAO FRANCISCO,MG,9,9,2.20270487467994,3.0
2014,702,MATEMÁTICA (LICENCIATURA),375,UNIVERSIDADE DE SANTO AMARO,,,SAO PAULO,SP,15,9,1.9148387640225,2.0
2014,702,MATEMÁTICA (LICENCIATURA),376,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,,,SAO PAULO,SP,35,30,1.48190691614715,2.0
2014,702,MATEMÁTICA (LICENCIATURA),384,CENTRO UNIVERSITÁRIO DE ANÁPOLIS,,,ANAPOLIS,GO,1,1,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),398,UNIVERSIDADE TIRADENTES,,,ARACAJU,SE,46,35,2.03528827585761,3.0
2014,702,MATEMÁTICA (LICENCIATURA),403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,,,BRASILIA,DF,34,22,2.7835553553577,3.0
2014,702,MATEMÁTICA (LICENCIATURA),409,UNIVERSIDADE DE PERNAMBUCO,,,GARANHUNS,PE,33,29,2.71534262654917,3.0
2014,702,MATEMÁTICA (LICENCIATURA),409,UNIVERSIDADE DE PERNAMBUCO,,,NAZARE DA MATA,PE,137,122,1.92174091072263,2.0
2014,702,MATEMÁTICA (LICENCIATURA),409,UNIVERSIDADE DE PERNAMBUCO,,,PETROLINA,PE,53,22,1.20087564384234,2.0
2014,702,MATEMÁTICA (LICENCIATURA),416,FACULDADE DE SÃO PAULO,,,SAO PAULO,SP,69,54,1.11989646452882,2.0
2014,702,MATEMÁTICA (LICENCIATURA),417,UNIVERSIDADE CIDADE DE SÃO PAULO,,,SAO PAULO,SP,20,20,1.1487621501409,2.0
2014,702,MATEMÁTICA (LICENCIATURA),423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,,,ERECHIM,RS,10,9,1.71075451586752,2.0
2014,702,MATEMÁTICA (LICENCIATURA),423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,,,FREDERICO WESTPHALEN,RS,12,12,3.20639114004898,4.0
2014,702,MATEMÁTICA (LICENCIATURA),423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,,,SANTO ANGELO,RS,4,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),426,CENTRO UNIVERSITÁRIO FRANCISCANO,,,SANTA MARIA,RS,4,4,1.71487065781624,2.0
2014,702,MATEMÁTICA (LICENCIATURA),435,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SANTA MARCELINA,,,MURIAE,MG,19,14,1.89346380898619,2.0
2014,702,MATEMÁTICA (LICENCIATURA),437,UNIVERSIDADE PARANAENSE,,,CASCAVEL,PR,22,21,3.14664547133672,4.0
2014,702,MATEMÁTICA (LICENCIATURA),449,UNIVERSIDADE LUTERANA DO BRASIL,,,CANOAS,RS,27,27,2.39077263331368,3.0
2014,702,MATEMÁTICA (LICENCIATURA),449,UNIVERSIDADE LUTERANA DO BRASIL,,,GRAVATAI,RS,6,6,1.176587874321,2.0
2014,702,MATEMÁTICA (LICENCIATURA),449,UNIVERSIDADE LUTERANA DO BRASIL,,,SAO JERONIMO,RS,14,13,1.55082483096001,2.0
2014,702,MATEMÁTICA (LICENCIATURA),456,CENTRO UNIVERSITÁRIO SANT´ANNA,,,SAO PAULO,SP,20,19,1.93956314390961,2.0
2014,702,MATEMÁTICA (LICENCIATURA),457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,,,OSASCO,SP,23,18,1.84894503515385,2.0
2014,702,MATEMÁTICA (LICENCIATURA),457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,,,SANTO ANDRE,SP,54,45,1.92211058310463,2.0
2014,702,MATEMÁTICA (LICENCIATURA),468,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE ITAPETININGA",,,ITAPETININGA,SP,15,13,0.966501445696555,2.0
2014,702,MATEMÁTICA (LICENCIATURA),472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,,,DUQUE DE CAXIAS,RJ,51,37,2.43172820764539,3.0
2014,702,MATEMÁTICA (LICENCIATURA),482,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,,,CRICIUMA,SC,20,20,2.72090877685839,3.0
2014,702,MATEMÁTICA (LICENCIATURA),494,UNIVERSIDADE DO SUL DE SANTA CATARINA,,,ARARANGUA,SC,1,1,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),494,UNIVERSIDADE DO SUL DE SANTA CATARINA,,,TUBARAO,SC,61,44,2.67367164020425,3.0
2014,702,MATEMÁTICA (LICENCIATURA),496,UNIVERSIDADE DE FRANCA,,,FRANCA,SP,17,17,0.641865154245926,1.0
2014,702,MATEMÁTICA (LICENCIATURA),517,FACULDADE DE EDUCAÇÃO SÃO LUÍS,,,JABOTICABAL,SP,10,10,2.35330906721707,3.0
2014,702,MATEMÁTICA (LICENCIATURA),519,UNIVERSIDADE CATÓLICA DO SALVADOR,,,SALVADOR,BA,17,13,1.92466153669808,2.0
2014,702,MATEMÁTICA (LICENCIATURA),526,UNIVERSIDADE BRAZ CUBAS,,,MOGI DAS CRUZES,SP,19,13,2.0315431278627,3.0
2014,702,MATEMÁTICA (LICENCIATURA),527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,,,GOIANIA,GO,29,24,2.19690561423687,3.0
2014,702,MATEMÁTICA (LICENCIATURA),532,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,,,IJUI,RS,14,10,2.96942030879516,4.0
2014,702,MATEMÁTICA (LICENCIATURA),535,CENTRO UNIVERSITÁRIO DE MANDAGUARI - UNIMAN,,,MANDAGUARI,PR,7,7,1.45619392134709,2.0
2014,702,MATEMÁTICA (LICENCIATURA),546,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,,,SAO PAULO,SP,15,11,3.7103209271176,4.0
2014,702,MATEMÁTICA (LICENCIATURA),547,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,,,DUQUE DE CAXIAS,RJ,34,27,1.40085098671168,2.0
2014,702,MATEMÁTICA (LICENCIATURA),547,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,,,RIO DE JANEIRO,RJ,81,52,3.16884646194301,4.0
2014,702,MATEMÁTICA (LICENCIATURA),547,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,,,SAO GONCALO,RJ,23,17,0.363946129490033,1.0
2014,702,MATEMÁTICA (LICENCIATURA),548,UNIVERSIDADE FEDERAL DO MARANHÃO,,,SAO LUIS,MA,66,27,2.46087376689658,3.0
2014,702,MATEMÁTICA (LICENCIATURA),549,UNIVERSIDADE FEDERAL DO ACRE,,,RIO BRANCO,AC,22,22,2.55467302124747,3.0
2014,702,MATEMÁTICA (LICENCIATURA),550,UNIVERSIDADE ESTADUAL DA PARAÍBA,,,CAMPINA GRANDE,PB,159,119,1.75289638672136,2.0
2014,702,MATEMÁTICA (LICENCIATURA),550,UNIVERSIDADE ESTADUAL DA PARAÍBA,,,MONTEIRO,PB,32,26,1.2160586453466,2.0
2014,702,MATEMÁTICA (LICENCIATURA),568,UNIVERSIDADE ESTADUAL DO MARANHÃO,,,BACABAL,MA,4,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),568,UNIVERSIDADE ESTADUAL DO MARANHÃO,,,BALSAS,MA,7,7,2.32610855645262,3.0
2014,702,MATEMÁTICA (LICENCIATURA),568,UNIVERSIDADE ESTADUAL DO MARANHÃO,,,CAXIAS,MA,20,18,0.850532130048147,1.0
2014,702,MATEMÁTICA (LICENCIATURA),568,UNIVERSIDADE ESTADUAL DO MARANHÃO,,,SAO LUIS,MA,17,16,2.66863553286501,3.0
2014,702,MATEMÁTICA (LICENCIATURA),569,UNIVERSIDADE FEDERAL DO PARÁ,,,ABAETETUBA,PA,83,72,1.91459201691643,2.0
2014,702,MATEMÁTICA (LICENCIATURA),569,UNIVERSIDADE FEDERAL DO PARÁ,,,BELEM,PA,498,393,1.25831812520065,2.0
2014,702,MATEMÁTICA (LICENCIATURA),569,UNIVERSIDADE FEDERAL DO PARÁ,,,BRAGANCA,PA,43,35,2.08678545951689,3.0
2014,702,MATEMÁTICA (LICENCIATURA),569,UNIVERSIDADE FEDERAL DO PARÁ,,,BREVES,PA,130,83,1.06444109099755,2.0
2014,702,MATEMÁTICA (LICENCIATURA),569,UNIVERSIDADE FEDERAL DO PARÁ,,,CASTANHAL,PA,135,66,1.69777740406759,2.0
2014,702,MATEMÁTICA (LICENCIATURA),570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,,CAICO,RN,11,10,2.57465696112717,3.0
2014,702,MATEMÁTICA (LICENCIATURA),570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,,NATAL,RN,74,64,2.01234231199083,3.0
2014,702,MATEMÁTICA (LICENCIATURA),571,UNIVERSIDADE FEDERAL DO PARANÁ,,,CURITIBA,PR,114,65,3.62175464496569,4.0
2014,702,MATEMÁTICA (LICENCIATURA),572,UNIVERSIDADE FEDERAL FLUMINENSE,,,NITEROI,RJ,226,162,2.62052521036122,3.0
2014,702,MATEMÁTICA (LICENCIATURA),572,UNIVERSIDADE FEDERAL FLUMINENSE,,,SANTO ANTONIO DE PADUA,RJ,22,20,2.0644792567305,3.0
2014,702,MATEMÁTICA (LICENCIATURA),573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,,,ALEGRE,ES,11,10,3.20714516951417,4.0
2014,702,MATEMÁTICA (LICENCIATURA),573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,,,SAO MATEUS,ES,7,6,2.81089333584883,3.0
2014,702,MATEMÁTICA (LICENCIATURA),573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,,,VITORIA,ES,16,15,1.40346750890397,2.0
2014,702,MATEMÁTICA (LICENCIATURA),574,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,,,NOVA IGUACU,RJ,54,40,1.89446255002934,2.0
2014,702,MATEMÁTICA (LICENCIATURA),574,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,,,SEROPEDICA,RJ,33,29,4.18292974275405,5.0
2014,702,MATEMÁTICA (LICENCIATURA),575,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,BELO HORIZONTE,MG,86,75,3.53880742478186,4.0
2014,702,MATEMÁTICA (LICENCIATURA),576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,,,JUIZ DE FORA,MG,41,40,2.65377083061611,3.0
2014,702,MATEMÁTICA (LICENCIATURA),577,UNIVERSIDADE FEDERAL DE ALAGOAS,,,ARAPIRACA,AL,75,72,2.24476482775896,3.0
2014,702,MATEMÁTICA (LICENCIATURA),577,UNIVERSIDADE FEDERAL DE ALAGOAS,,,MACEIO,AL,190,132,1.59728636528205,2.0
2014,702,MATEMÁTICA (LICENCIATURA),578,UNIVERSIDADE FEDERAL DA BAHIA,,,SALVADOR,BA,54,45,2.8855924816799,3.0
2014,702,MATEMÁTICA (LICENCIATURA),579,UNIVERSIDADE FEDERAL DA PARAÍBA,,,JOAO PESSOA,PB,125,88,2.11585949686354,3.0
2014,702,MATEMÁTICA (LICENCIATURA),579,UNIVERSIDADE FEDERAL DA PARAÍBA,,,RIO TINTO,PB,37,36,1.79502321428052,2.0
2014,702,MATEMÁTICA (LICENCIATURA),580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,CARUARU,PE,28,27,3.75483603897182,4.0
2014,702,MATEMÁTICA (LICENCIATURA),580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,RECIFE,PE,36,31,2.68836261027872,3.0
2014,702,MATEMÁTICA (LICENCIATURA),581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,PORTO ALEGRE,RS,39,35,3.6005280569011,4.0
2014,702,MATEMÁTICA (LICENCIATURA),582,UNIVERSIDADE FEDERAL DE SANTA MARIA,,,SANTA MARIA,RS,15,13,2.81939332977254,3.0
2014,702,MATEMÁTICA (LICENCIATURA),583,UNIVERSIDADE FEDERAL DO CEARÁ,,,FORTALEZA,CE,141,129,2.08337965083594,3.0
2014,702,MATEMÁTICA (LICENCIATURA),584,UNIVERSIDADE FEDERAL DE GOIÁS,,,CATALAO,GO,14,10,2.26670156581436,3.0
2014,702,MATEMÁTICA (LICENCIATURA),584,UNIVERSIDADE FEDERAL DE GOIÁS,,,GOIANIA,GO,36,29,2.26084554641264,3.0
2014,702,MATEMÁTICA (LICENCIATURA),584,UNIVERSIDADE FEDERAL DE GOIÁS,,,JATAI,GO,7,6,1.19992892162037,2.0
2014,702,MATEMÁTICA (LICENCIATURA),585,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,FLORIANOPOLIS,SC,35,30,2.79677088954393,3.0
2014,702,MATEMÁTICA (LICENCIATURA),586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,RIO DE JANEIRO,RJ,18,15,3.76513657057203,4.0
2014,702,MATEMÁTICA (LICENCIATURA),587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,RECIFE,PE,32,28,2.42688908612308,3.0
2014,702,MATEMÁTICA (LICENCIATURA),588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,,,CORNELIO PROCOPIO,PR,9,9,3.58450707687913,4.0
2014,702,MATEMÁTICA (LICENCIATURA),588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,,,CURITIBA,PR,4,4,4.38065964808952,5.0
2014,702,MATEMÁTICA (LICENCIATURA),588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,,,PATO BRANCO,PR,14,14,3.30271953201163,4.0
2014,702,MATEMÁTICA (LICENCIATURA),588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,,,TOLEDO,PR,3,3,4.26264890005212,5.0
2014,702,MATEMÁTICA (LICENCIATURA),589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,,,MOSSORO,RN,9,8,3.82450211541786,4.0
2014,702,MATEMÁTICA (LICENCIATURA),592,UNIVERSIDADE FEDERAL DE LAVRAS,,,LAVRAS,MG,30,28,3.00716219280652,4.0
2014,702,MATEMÁTICA (LICENCIATURA),595,UNIVERSIDADE FEDERAL DE ALFENAS,,,ALFENAS,MG,19,19,3.88376050055748,4.0
2014,702,MATEMÁTICA (LICENCIATURA),596,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,,,DIAMANTINA,MG,9,9,2.70680602579587,3.0
2014,702,MATEMÁTICA (LICENCIATURA),596,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,,,TEOFILO OTONI,MG,19,18,2.85445031467799,3.0
